非洲	Afriko
卡洛·阿泽利奥·钱皮	Carlo Azeglio Ciampi
布鲁斯·斯普林斯廷	Bruce Springsteen
鑪	Ruterfordio
内华达州	Nevado
奥斯卡·路易吉·斯卡尔法罗	Oscar Luigi Scalfaro
頓河 (俄羅斯)	Don (rivero)
弗朗切斯科·科西加	Francesco Cossiga
𨧀	Dubnio
亚历山德罗·佩尔蒂尼	Alessandro Pertini
𨭎	Seborgio
乔瓦尼·利昂纳	Giovanni Leone
特伦蒂诺-上阿迪杰	Trentino-Alto Adige
朱塞佩·萨拉盖特	Giuseppe Saragat
印度洋	Hinda Oceano
乔瓦尼·格隆基	Giovanni Gronchi
路易吉·伊諾第	Luigi Einaudi
威尼托	Veneto
恩里科·德尼科拉	Enrico de Nicola
科索沃	Kosovo
加勒比海	Kariba Maro
𨨏	Borio
弗留利-威尼斯朱利亚	Friulo-Venecio Julia
𨭆	Hasio
潘基文	Ban Ki-moon
科菲·安南	Kofi Annan
利古里亞	Ligurio
布特羅斯·布特羅斯-蓋里	Boutros Boutros-Ghali
䥑	Mejtnerio
佩雷斯·德奎利亚尔	Javier Pérez de Cuéllar
库尔特·瓦尔德海姆	Kurt Waldheim
科羅拉多州	Koloradio
艾米利亚-罗马涅	Emilio-Romanjo
吴丹	U Thant
科羅拉多河	Kolorado (rivero)
鐽	Darmŝtatio
达格·哈马舍尔德	Dag Hammarskjöld
弗雷德里克·肖邦	Frédéric Chopin
特吕格韦·赖伊	Trygve Lie
錀	Rentgenio
托斯卡纳	Toskanio
里奥纳德·科恩	Leonard Cohen
鎶	Kopernicio
马尔凯	Markio (Italio)
翁布里亚	Umbrio
Category:頁面分類	Kategorio:Ĉio
拉齐奥	Latio
多洛米蒂山脉	Dolomitoj
阿布鲁佐	Abruco
亚平宁山脉	Apeninoj
阿尔卑斯山	Alpoj
楊森主義	Jansenismo
喀尔巴阡山脉	Karpatoj
格勒诺布尔	Grenoblo
布莱兹·帕斯卡	Blaise Pascal
西洋跳棋	Damludo
多特蒙德	Dortmund
根特	Gento (urbo)
芝加哥	Ĉikago
披頭四樂隊	The Beatles
Uut	Ununtrio
鈇	Flerovio
Uup	Ununpentio
鉝	Livermorumo
瓦赫寧恩	Wageningen
Uus	Ununseptio
Uuo	Ununoktio
科莫	Komo (Italio)
马斯特里赫特	Maastricht
阿纳姆	Arnhem
冬季	Vintro
春季	Printempo
夏季	Somero
秋季	Aŭtuno
晝夜平分點	Ekvinokso
萨达姆·侯赛因	Saddam Hussein
奥萨马·本·拉登	Usama bin Laden
西班牙语	Hispana lingvo
弗里德里希·哈耶克	Friedrich August von Hayek
蒙得维的亚	Montevideo
约翰·塞巴斯蒂安·巴赫	Johann Sebastian Bach
安东尼奥·维瓦尔第	Antonio Vivaldi
陶里亚蒂	Toljatti
匹兹堡	Pittsburgh (Pensilvanio)
歌剧	Opero
費城	Filadelfio (Pensilvanio)
加尔各答	Kolkato
金奈	Ĉenajo
德里	Delhio
达卡	Dako
班加羅爾	Bengaluro
西孟加拉邦	Okcident-Bengalo
蜘蛛	Araneuloj
蛛形纲	Araneedoj
螯肢亞門	Chelicerata
节肢动物	Artropodoj
海得拉巴 (印度)	Hajderabado
伊斯兰堡	Islamabado
特里普拉邦	Tripuro
果实	Frukto
Category:波爾圖	Kategorio:Porto
猴	Simio
貨幣	Mono
弗吉尼亚州	Virginio (ŝtato)
西維吉尼亞州	Okcidenta Virginio
馬特洪峰	Materhorno
龙与地下城	Drakoj kaj Galerioj
卢布尔雅那大学	Universitato de Ljubljano
皮兰	Piran
休伦湖	Lago Hurono
纽约州	Nov-Jorkio
铈	Cerio
镨	Prazeodimo
羅德島州	Rod-Insulo
钕	Neodimo
昆虫	Insekto
马里兰州	Marilando
特拉华州	Delavaro
列宁	Lenin
铕	Eŭropio
俄亥俄州	Ohio
维吉尔	Vergilio
尼可罗·马基亚维利	Makiavelo
宾夕法尼亚州	Pensilvanio
弗朗切斯科·彼特拉克	Francesco Petrarca
乔万尼·薄伽丘	Giovanni Boccaccio
路伊吉·皮兰德娄	Luigi Pirandello
于特森	Uetersen
奥古斯都	Aŭgusto Cezaro
Microsoft Windows	Microsoft Windows
提贝里乌斯	Tiberio
新泽西州	Nov-Ĵerzejo
卡利古拉	Kaligulo
直布罗陀	Ĝibraltaro
克勞狄一世	Klaŭdio
芬兰语	Finna lingvo
尼禄	Nerono
塞尔维乌斯·苏尔皮基乌斯·加尔巴	Galbo
印第安纳州	Indianio
奧托	Oto
維特里烏斯	Vitelio
诺基亚	Nokia (kompanio)
韦斯巴芗	Vespasiano
汽车	Aŭtomobilo
提圖斯	Tito (imperiestro)
尤文图斯足球俱乐部	Juventus Football Club
图密善	Domiciano
涅尔瓦	Nerva
圖拉真	Trajano
罗杰·费德勒	Roger Federer
哈德良	Hadriano
喬治亞州	Georgio
安敦宁·毕尤	Antonino Pia
馬爾庫斯·奧列里烏斯	Marko Aŭrelio
KDE	KDE
万夫里德	Wanfried
康茂德	Komodo (imperiestro)
萨格勒布	Zagrebo
佩蒂纳克斯	Pertinakso
拉贾斯坦邦	Raĝastano
坎帕尼亚	Kampanio
德克萨斯州	Teksaso
尤利安努斯	Didio Juliano
塞普蒂米烏斯·塞維魯	Septimo Severo
莫利塞	Molizo
泰米尔纳德邦	Tamilnado
卡拉卡拉	Karakalo
普利亚	Apulio
热那亚	Ĝenovo
巴斯利卡塔	Basilikato
北卡罗来纳州	Norda Karolino
曲棍球	Herbohokeo
南卡罗来纳州	Suda Karolino
桑普多利亚足球俱乐部	Sampdoria Genova
卡拉布里亚	Kalabrio
西西里岛	Sicilio
马尼拉	Manilo
撒丁岛	Sardio
费迪南德·马科斯	Ferdinand Marcos
諾諾·艾奎諾	Benigno Aquino la 3-a
费尔特雷	Feltre
宿霧市	Cebuurbo
埃施韦格	Eschwege
卢瓦尔河	Luaro
莫里茨·科内利斯·埃舍尔	M. C. Escher
塞纳河	Sejno
克隆氏症	Crohn-malsano
达沃市	Davao (urbo)
奎松市	Kezonurbo
勒芒	Le Mans
加洛坎市	Kalukano
波尔多	Bordeaux
柯拉蓉·艾奎諾	Corazón Aquino
馬榮火山	Monto Majono (vulkano)
布宜諾斯艾利斯	Bonaero
黑客	Kodumulo
墨西哥城	Meksik-urbo
東京都	Tokio
拉巴斯	La-Pazo
巴塞罗那	Barcelono
菠蘿	Ananaso
密西西比州	Misisipio
斐迪南·麥哲倫	Fernão de Magalhães
密西西比河	Misisipo (rivero)
北方邦	Utar-Pradeŝo
北阿坎德邦	Utarakando
黎剎	José Rizal
游泳池	Banejo
米佐拉姆邦	Mizoramo
锡金	Sikimo
巴塔哥尼亞	Patagonio
田纳西州	Tenesio
理查德·瓦格纳	Richard Wagner
羅伯特·路易斯·史蒂文森	Robert Louis Stevenson
那格浦尔	Nagpur
阿比让	Abiĝano
布里德尔恩	Briedern
阿布扎比	Abu-Dabio
阿斯塔納	Astano
新墨西哥州	Nov-Meksiko
拉美西斯二世	Ramseso la 2-a
雅典	Ateno
明尼蘇達州	Minesoto
拉美西斯三世	Ramseso la 3-a
环形交叉	Rondoplaco
巴格达	Bagdado
卡拉卡斯	Karakaso
协调世界时	UTC
威斯康辛州	Viskonsino
浦那	Puneo
西塞罗	Cicerono
AC米兰	A.C. Milan
艾奥瓦州	Iovao
里昂地铁	Metroo de Liono
內布拉斯加州	Nebrasko
瓜地馬拉市	Gvatemalurbo
堪薩斯州	Kansaso
哈瓦那	Havano
印地语	Hindia lingvo
马拉地语	Marata lingvo
Internet Explorer	Internet Explorer
雪茄	Cigaro
香煙	Cigaredo
象头神	Ganeŝo
密蘇里州	Misurio
韦因斯贝格	Weinsberg
格奥尔格·欧姆	Georg Ohm
路易斯安那州	Luiziano
路易吉·伽伐尼	Luigi Galvani
那加兰邦	Nagalando
肯塔基州	Kentukio
阿肯色州	Arkansaso
尼尔·阿姆斯特朗	Neil Armstrong
乌尔都语	Urduo
查爾斯·林德伯格	Charles Lindbergh
巴伦苏埃拉 (菲律宾)	Valenzuela (Filipinoj)
帕西格	Pasig
汉堡北区	Hamburg-Nord
三宝颜	Zamboanga
阿尔托纳区	Altona
艾迪特·皮雅芙	Édith Piaf
安蒂波洛	Antipolo
贝格多夫区	Hamburg-Bergedorf
奧西耶克	Osijek
達義市	Taguig
易北河	Elbo (rivero)
卡加延德奥罗	Cagayan de Oro
佛蘭西絲·莎崗	Françoise Sagan
里耶卡	Rijeko
埃姆斯河	Emso
奧克拉荷馬州	Oklahomo
威悉河	Weser
多瑙河	Danubo
韻文	Verso
斯普利特	Split
鲁尔河	Ruhr
雅克·布雷尔	Jacques Brel
摩澤爾河	Mozelo
美因河	Majno (rivero)
内卡河	Neckar
阿勒河	Aro (rivero)
薩勒河 (易北河支流)	Saale
穆尔德河	Mulde
哈弗爾河	Havel
施普雷河	Spree
埃爾德河	Elde
北海 (大西洋)	Norda Maro
斯卡格拉克海峡	Skagerrak
莫斯科州	Moskva provinco
赛日·甘斯布	Serge Gainsbourg
基尔	Kilo (urbo)
什未林	Schwerin
波茨坦	Potsdamo
汉诺威	Hanovro
赫诺·塞尚	Renaud
杜塞尔多夫	Duseldorfo
美茵茨	Majenco
威斯巴登	Wiesbaden
杜布羅夫尼克	Dubrovnik
萨尔布吕肯	Saarbrücken
慕尼黑	Munkeno
萨马拉州	Samara provinco (Rusio)
埃尔福特	Erfurto
德累斯顿	Dresdeno
马格德堡	Magdeburgo
排球	Flugpilkado
因斯布鲁克	Innsbruck
布雷根茨	Bregenz
維也納	Vieno
麥當娜	Madonna
哥本哈根	Kopenhago
加里宁格勒州	Kaliningrada provinco
马克里努斯	Makrino
斯德哥尔摩	Stokholmo
托马什·马耶夫斯基	Tomasz Majewski
赫尔辛基	Helsinko
摩爾曼斯克州	Murmanska provinco
都柏林	Dublino
埃拉伽巴路斯	Elagabalo
摩爾曼斯克	Murmansko
雷克雅維克	Rejkjaviko
艾拉·費茲潔拉	Ella Fitzgerald
亚历山大·塞维鲁	Aleksandro Severo
塔林	Talino
墓誌銘	Epitafo
里加	Rigo
桑給巴爾	Zanzibaro
馬克西米努斯·色雷克斯	Maximinus Thrax
路易斯·阿姆斯特朗	Louis Armstrong
布拉迪斯拉发	Bratislavo
布达佩斯	Budapeŝto
戈尔迪安一世	Gordiano la 1-a
格但斯克	Gdańsk
美茵河畔法蘭克福	Frankfurto ĉe Majno
普皮恩努斯	Pupieno
弗罗茨瓦夫	Vroclavo
柯枝	Koĉi (Barato)
镧	Lantano
戈爾迪安二世	Gordiano la 2-a
巴尔比努斯	Balbino
钷	Prometio
天文單位	Astronomia unuo
戈爾迪安三世	Gordiano la 3-a
圣特罗佩	Saint-Tropez
阿拉伯人菲利普	Filipo la araba
钐	Samario (kemio)
亞齊特區	Aceho
加里寧格勒	Kaliningrado
德西乌斯	Decio
钆	Gadolinio
死亡笔记	Kajero de Morto
齐内丁·齐达内	Zinedine Zidane
铽	Terbio
費嫩達爾	Veenendaal
天主教	Katolikismo
盧森堡市	Luksemburgo
镝	Disprozio
瓦都茲	Vaduzo
聖經	Biblio
钬	Holmio
聖馬力諾 (城市)	San-Marino (urbo)
铒	Erbio
金边	Pnom-Peno
阿尔汉格尔斯克	Arĥangelsko
铥	Tulio
胡志明市	Ho-Ĉi-Min-urbo
镱	Iterbio
镥	Lutecio
河內市	Hanojo
真耶稣教会	Vera Eklezio de Jesuo
英语	Angla lingvo
曼谷	Bankoko
沃林	Wolin
安道尔城	Andoro Malnova
吉隆坡	Kuala-Lumpuro
邦加-勿里洞省	Bangka-Belitungo
臺北市	Tajpeo
镅	Americio
敖德薩	Odesa
阿尔汉格尔斯克州	Arĥangelska provinco
锔	Kuriumo
同海市	Dong Hoi
康塞普西翁 (智利)	Koncepciono
菲勒斯達爾	Fyresdal
锫	Berkelio
迪伦	Düren
锎	Kaliforniumo
外交	Diplomatio
明古魯省	Bengkuluo
博洛尼亚	Bolonjo
锿	Ejnŝtejnio
孟菲斯·迪比	Memphis Depay
彼得罗扎沃茨克	Petrozavodsk
镄	Fermio
卡利亚里	Kaljaro
钔	Mendelevio
基輔	Kievo
锘	Nobelio
卡塔尼亞	Katanio
安大略	Ontario
鐒	Laŭrencio (elemento)
卡塞塔	Kaserto
弗洛朗·马卢达	Florent Malouda
卡累利阿共和国	Karelio (respubliko)
弗兰克·里贝里	Franck Ribéry
阿劳·迪亚拉	Alou Diarra
渥太華	Otavo
太空競賽	Kosmokonkuro
西德尼·戈武	Sidney Govou
埃里克·阿比达尔	Éric Abidal
威廉·加拉斯	William Gallas
木星的卫星	Naturaj satelitoj de Jupitero
朱巴	Ĵubo
曼尼托巴	Manitobo
艾伯塔	Alberto
新斯科舍	Nov-Skotio
葉里溫	Erevano
沃洛格达	Vologda
孔斯科沃拉	Końskowola
达累斯萨拉姆	Daresalamo
喀土穆	Ĥartumo
新不倫瑞克	Nov-Brunsviko
一级方程式赛车	Formulo 1
土星的卫星	Naturaj satelitoj de Saturno
不列颠哥伦比亚	Brita Kolumbio
愛德華王子島	Insulo de Princo Eduardo
2000年	2000
2003年	2003
2002年	2002
2001年	2001
薩斯喀徹溫	Saskaĉevano
2012年	2012
里昂佩拉什車站	Stacidomo Lyon-Perrache
岸本齐史	Kishimoto Masashi
2011年	2011
2010年	2010
2009年	2009
二氧化碳	Karbona dioksido
2013年	2013
2014年	2014
2015年	2015
紐芬蘭與拉布拉多	Novlando kaj Labradoro
2008年	2008
JavaScript	JavaScript
西北地区 (加拿大)	Nordokcidentaj Teritorioj
育空	Jukonio
2004年	2004
沃洛格达州	Vologda provinco
维客旅行	Wikitravel
2005年	2005
七龙珠	Dragon Ball
2006年	2006
切薩雷·帕韋斯	Cesare Pavese
努納武特	Nunavuto
2007年	2007
一氧化碳	Karbona monooksido
Linux Mint	Linukso Mint
维罗纳	Verono
伊魁特	Ikaluito
盧森堡區	Distrikto Luksemburgo
Notepad++	Notepad++
1900年	1900
1901年	1901
弗朗索瓦·密特朗	François Mitterrand
蒂托·李维	Tito Livio
朱塞佩·法里纳	Giuseppe Farina
夏爾·戴高樂	Charles de Gaulle
1902年	1902
佛罗伦萨	Florenco
1903年	1903
1904年	1904
1905年	1905
1907年	1907
1906年	1906
占碑省	Ĝambio
HTML5	HTML5
塞內卡	Seneko la pli juna
1908年	1908
1909年	1909
白馬市 (加拿大)	Whitehorse
1992年	1992
黃刀鎮	Yellowknife
1991年	1991
1990年	1990
1993年	1993
埃森	Essen
1994年	1994
1995年	1995
胡安·曼努埃尔·范吉奥	Juan Manuel Fangio
1996年	1996
大卫·林奇	David Lynch
科米共和国	Komiio
1910年	1910
1911年	1911
1912年	1912
可縮放向量圖形	Streka Vari-skala Grafiko
莱比锡	Leipzig
1913年	1913
罗塞托德利亚布鲁齐	Roseto degli Abruzzi
聖約翰斯 (紐芬蘭-拉布拉多)	St. John's
1914年	1914
1915年	1915
雙峰 (電視劇)	Twin Peaks
阿尔贝托·阿斯卡里	Alberto Ascari
1916年	1916
1997年	1997
1998年	1998
纽伦堡	Nurenbergo
1999年	1999
1917年	1917
1918年	1918
食物	Manĝaĵo
埃德蒙顿	Edmontono
杜伊斯堡	Duisburg
基本电荷	Elementa elektra ŝargo
蛇	Serpento
波鸿	Bochum
约翰·麦克·霍索恩	Mike Hawthorn
雅克·希拉克	Jacques Chirac
伍珀塔尔	Wuppertal
阿里卡和帕里纳科塔大区	Arikio kaj Parinakotio
楠榜省	Lampungo
光速	Lumrapido
比勒费尔德	Bielefeld
塔拉帕卡大区	Tarapakio
XML	XML
安托法加斯塔大区	Antofagasta (regiono)
曼海姆	Mannheim
阿塔卡马大区	Regiono Atakamo
科金博大区	Kokimbio
口交	Buŝa seksumado
里贾纳	Regina
瓦勒里·季斯卡·德斯坦	Valéry Giscard d’Estaing
约翰·亚瑟·杰克·布拉汉姆	Jack Brabham
中微子	Neŭtrino
夏洛特顿	Ĉarlotaŭno
Favicon	Favorikono
圣地亚哥首都大区	Metropola Regiono Santiago
維多利亞 (卑詩)	Viktorio
奥伊金斯将军解放者大区	Libertador General Bernardo O'Higgins
温尼伯	Vinipego
托季馬	Totjma
弗雷德里克頓	Frederiktono
海王星的卫星	Naturaj satelitoj de Neptuno
北苏门答腊省	Norda Sumatro
哈利法克斯	Halifakso
瑟克特夫卡爾	Siktivkar
切列波韋茨	Ĉerepoveco
魁北克市	Kebeko
UTC-12	UTC-12:00
XXX	XXX
1月1日	1-a de januaro
1月2日	2-a de januaro
天王星的卫星	Naturaj satelitoj de Urano
苏巴斯·钱德拉·鲍斯	Subhas Chandra Bose
UTC-11	UTC-11:00
1920年	1920
1月3日	3-a de januaro
1919年	1919
塔西陀	Tacito (verkisto)
1921年	1921
UTC-10	UTC-10:00
涅涅茨自治区	Nenecio
1922年	1922
马乌莱大区	Maule (Ĉilio)
隆德	Lund
1月4日	4-a de januaro
1923年	1923
比奥比奥大区	Biobío
兰斯·阿姆斯特朗	Lance Armstrong
1924年	1924
纳里扬马尔	Narjan-Mar
廖內省	Riauo
阿劳卡尼亚大区	Araŭkanio
湖大区	Los Lagos
主小行星帶	Asteroida zono
伊瓦涅斯将军艾森大区	Aisén del General Carlos Ibáñez del Campo
QRpedia	QRpedia
UTC-9	UTC-09:00
俄罗斯苏维埃联邦社会主义共和国	Rusia Soveta Federacia Socialisma Respubliko
乔治·蓬皮杜	Georges Pompidou
麦哲伦-智利南极大区	Magallanes y de la Antártica Chilena
列宁格勒州	Leningrada provinco
GIF	GIF
JPEG	JPEG
罗慕路斯与雷穆斯	Romulo kaj Remo
矮行星	Nanoplanedo
1月5日	5-a de januaro
阿里卡	Arica (Ĉilia urbo)
UTC-8	UTC-08:00
阿尔加罗沃 (智利)	Algarrobo (Ĉilio)
马尔默	Malmö
UTC-7	UTC-07:00
普斯科夫	Pskovo
阿萨巴斯卡河	Atabasko (rivero)
普斯科夫州	Pskova provinco
塞茲蘭	Sizranj
1月6日	6-a de januaro
汤姆叔叔的小屋	La Kabano de Onklo Tom
廖内群岛省	Riau-insuloj
电子	Elektrono
1月7日	7-a de januaro
兰根岑	Langenzenn
1月8日	8-a de januaro
大诺夫哥罗德	Velikij Novgorod
1月9日	9-a de januaro
諾夫哥羅德州	Novgoroda provinco
1月10日	10-a de januaro
下诺夫哥罗德州	Niĵnij-Novgoroda provinco
1月11日	11-a de januaro
1月12日	12-a de januaro
哥倫比亞河	Kolumbio (rivero)
巴兹·奥尔德林	Buzz Aldrin
大西庇阿	Skipio Afrika
泰勒马克郡	Telemark
1月13日	13-a de januaro
伯明翰	Birmingham
1月14日	14-a de januaro
乔治亚海峡	Georgia Markolo
1月15日	15-a de januaro
1月16日	16-a de januaro
汤姆·汉克斯	Tom Hanks
1月17日	17-a de januaro
1月18日	18-a de januaro
1月19日	19-a de januaro
1月20日	20-a de januaro
工业革命	Industria revolucio
苯	Benzeno
南苏门答腊省	Suda Sumatro
希恩	Skien
1月21日	21-a de januaro
1月22日	22-a de januaro
1月23日	23-a de januaro
羅馬帝國	Romia Imperio
1月24日	24-a de januaro
1月25日	25-a de januaro
明斯克	Minsko
索倫 (魔戒)	Saŭrono
1月26日	26-a de januaro
微软	Microsoft
1月27日	27-a de januaro
1月28日	28-a de januaro
1月29日	29-a de januaro
1月30日	30-a de januaro
特维尔	Tverj
1月31日	31-a de januaro
特维尔州	Tverja provinco
質子	Protono
12月2日	2-a de decembro
12月1日	1-a de decembro
12月3日	3-a de decembro
12月7日	7-a de decembro
12月5日	5-a de decembro
12月8日	8-a de decembro
12月10日	10-a de decembro
12月6日	6-a de decembro
12月9日	9-a de decembro
平克·弗洛伊德	Pink Floyd
12月4日	4-a de decembro
空中客车集团	EADS
2月1日	1-a de februaro
2月2日	2-a de februaro
氯化钠	Natria klorido
2月3日	3-a de februaro
库鲁夫	Kurów
2月4日	4-a de februaro
2月5日	5-a de februaro
2月6日	6-a de februaro
2月7日	7-a de februaro
2月8日	8-a de februaro
2月9日	9-a de februaro
2月10日	10-a de februaro
化學	Kemio
齐柏林飞船 (乐团)	Led Zeppelin
2月14日	14-a de februaro
2月13日	13-a de februaro
2月15日	15-a de februaro
2月11日	11-a de februaro
2月12日	12-a de februaro
斯摩棱斯克	Smolensk
罗宾·范佩西	Robin van Persie
2月19日	19-a de februaro
2月17日	17-a de februaro
2月16日	16-a de februaro
2月18日	18-a de februaro
2月20日	20-a de februaro
分析化学	Analiza kemio
斯摩棱斯克州	Smolenska provinco
中子	Neŭtrono
69式	Sesdeknaŭo (seksa pozicio)
2月21日	21-a de februaro
2月22日	22-a de februaro
2月23日	23-a de februaro
2月24日	24-a de februaro
2月25日	25-a de februaro
2月26日	26-a de februaro
27年	27
2月27日	27-a de februaro
2月28日	28-a de februaro
12月11日	11-a de decembro
2月29日	29-a de februaro
12月12日	12-a de decembro
C♯	C dieso (programlingvo)
文明IV	Civilization IV
Visual Basic	Visual Basic
12月13日	13-a de decembro
12月14日	14-a de decembro
12月15日	15-a de decembro
3月2日	2-a de marto
3月3日	3-a de marto
3月5日	5-a de marto
3月1日	1-a de marto
3月7日	7-a de marto
3月8日	8-a de marto
3月4日	4-a de marto
3月10日	10-a de marto
3月11日	11-a de marto
3月6日	6-a de marto
3月13日	13-a de marto
3月9日	9-a de marto
3月12日	12-a de marto
3月15日	15-a de marto
3月14日	14-a de marto
C++	C++
盐酸	Klorida acido
12月16日	16-a de decembro
12月17日	17-a de decembro
3月16日	16-a de marto
3月17日	17-a de marto
3月18日	18-a de marto
雅罗斯拉夫尔	Jaroslavl
3月19日	19-a de marto
1989年	1989
1988年	1988
3月20日	20-a de marto
1987年	1987
1986年	1986
1985年	1985
1984年	1984
3月21日	21-a de marto
1983年	1983
3月22日	22-a de marto
1982年	1982
1981年	1981
12月18日	18-a de decembro
1980年	1980
3月23日	23-a de marto
雅羅斯拉夫爾州	Jaroslavla provinco
摩加迪休	Mogadiŝo
12月19日	19-a de decembro
3月24日	24-a de marto
3月25日	25-a de marto
12月20日	20-a de decembro
3月26日	26-a de marto
3月27日	27-a de marto
3月28日	28-a de marto
3月29日	29-a de marto
3月30日	30-a de marto
3月31日	31-a de marto
拿骚 (巴哈马)	Nasaŭo (Bahamoj)
仙女座星系	Andromeda galaksio
萨那	Sanao
1970年	1970
1971年	1971
1972年	1972
1973年	1973
1974年	1974
1975年	1975
1976年	1976
1977年	1977
1978年	1978
1979年	1979
1969年	1969
三十年戰爭	Tridekjara milito
螺旋星系	Spirala galaksio
棒旋星系	Rektokoneksa spirala galaksio
特暴龍屬	Tarbosaŭro
康拉德·阿登纳	Konrad Adenauer
本篤十六世	Benedikto la 16-a
路德维希·艾哈德	Ludwig Erhard
4月15日	15-a de aprilo
4月13日	13-a de aprilo
4月12日	12-a de aprilo
4月14日	14-a de aprilo
4月11日	11-a de aprilo
4月10日	10-a de aprilo
4月8日	8-a de aprilo
4月9日	9-a de aprilo
4月7日	7-a de aprilo
4月6日	6-a de aprilo
4月5日	5-a de aprilo
4月4日	4-a de aprilo
4月3日	3-a de aprilo
4月1日	1-a de aprilo
4月2日	2-a de aprilo
库尔特·乔治·基辛格	Kurt Georg Kiesinger
哈勃空间望远镜	Kosmoteleskopo Hubble
维利·勃兰特	Willy Brandt
赫尔穆特·施密特	Helmut Schmidt
赫尔穆特·科尔	Helmut Kohl
4月16日	16-a de aprilo
4月17日	17-a de aprilo
4月18日	18-a de aprilo
類戴奧辛物質	Dioksino
4月19日	19-a de aprilo
4月20日	20-a de aprilo
4月21日	21-a de aprilo
4月22日	22-a de aprilo
4月23日	23-a de aprilo
4月24日	24-a de aprilo
格哈特·施羅德	Gerhard Schröder
4月25日	25-a de aprilo
4月26日	26-a de aprilo
4月27日	27-a de aprilo
4月28日	28-a de aprilo
4月29日	29-a de aprilo
4月30日	30-a de aprilo
衛星	Natura satelito
约阿希姆·高克	Joachim Gauck
克里斯蒂安·武尔夫	Christian Wulff
霍斯特·克勒	Horst Köhler
5月1日	1-a de majo
5月2日	2-a de majo
5月3日	3-a de majo
暴風雪號穿梭機	Buran
5月4日	4-a de majo
5月5日	5-a de majo
約翰內斯·勞	Johannes Rau
5月6日	6-a de majo
5月7日	7-a de majo
5月8日	8-a de majo
5月9日	9-a de majo
5月10日	10-a de majo
5月11日	11-a de majo
5月12日	12-a de majo
5月13日	13-a de majo
5月14日	14-a de majo
5月15日	15-a de majo
罗曼·赫尔佐克	Roman Herzog
土卫六	Titano (luno)
里夏德·馮·魏茨澤克	Richard von Weizsäcker
卡尔·卡斯滕斯	Karl Carstens
瓦尔特·谢尔	Walter Scheel
古斯塔夫·海涅曼	Gustav Heinemann
5月16日	16-a de majo
5月17日	17-a de majo
5月18日	18-a de majo
M86	M86
5月19日	19-a de majo
5月20日	20-a de majo
5月21日	21-a de majo
5月22日	22-a de majo
海因里希·吕布克	Heinrich Lübke
5月23日	23-a de majo
5月24日	24-a de majo
5月25日	25-a de majo
5月26日	26-a de majo
5月27日	27-a de majo
5月28日	28-a de majo
5月29日	29-a de majo
5月30日	30-a de majo
5月31日	31-a de majo
科斯特羅馬	Kostroma
特奥多尔·豪斯	Theodor Heuss
科斯特罗马州	Kostroma provinco
沃特福德 (赫特福德郡)	Watford
保罗·麦卡特尼	Paul McCartney
屄	Piĉo
12月21日	21-a de decembro
庇護十二世	Pio la 12-a
埃里希·昂纳克	Erich Honecker
拉齐奥足球俱乐部	Società Sportiva Lazio
6月14日	14-a de junio
