Āfrika	Afriko
HTTP	Hiperteksto-Transiga Protokolo
Galēns	Galeno de Pergamo
Armēņu valoda	Armena lingvo
Kriptogrāfija	Kriptologio
Štrēla	Strehla
Internet Protocol	IP
Ukraiņu valoda	Ukraina lingvo
Baits	Bitoko
TCP	TCP
Bits	Bito
Granada	Granado
HTML	HTML
Ogistēns Košī	Augustin Louis Cauchy
ASCII	Askio
Valensija (Spānija)	Valencio
Unikods	Unikodo
Melnkalniešu valoda	Montenegra lingvo
Palma (pilsēta)	Palma de Majorko
Maļorka	Majorko
Žirafe (zvaigznājs)	Ĝirafo (konstelacio)
Zelta Zivs	Orfiŝo (konstelacio)
Valis (zvaigznājs)	Baleno (konstelacio)
Jaunava (zvaigznājs)	Virgo (konstelacio)
Centaurs (zvaigznājs)	Centaŭro (konstelacio)
Valansa	Valence (Drôme)
Vēzis (zvaigznājs)	Kankro (konstelacio)
Malaga	Malago
Lauva (zvaigznājs)	Leono (konstelacio)
Orions (zvaigznājs)	Oriono (konstelacio)
Pegazs (zvaigznājs)	Pegazo (konstelacio)
Skorpions (zvaigznājs)	Skorpio (konstelacio)
Strēlnieks (zvaigznājs)	Sagitario
Satjadžits Rejs	Satyajit Ray
Stīvens Spīlbergs	Steven Spielberg
Eiropas Komisija	Eŭropa Komisiono
Eiropadome	Eŭropa Konsilio
Eiropas Parlaments	Eŭropa Parlamento
Eiropas Savienības Padome	Konsilio de la Eŭropa Unio
Eiropas Revīzijas palāta	Eŭropa Revizora Kortumo
Eiropas Centrālā banka	Eŭropa Centra Banko
Čūsknesis	Serpentisto (konstelacio)
Eiropas Padome	Konsilio de Eŭropo
Čūska (zvaigznājs)	Serpento (konstelacio)
Krāsns (zvaigznājs)	Forno (konstelacio)
Lielais Lācis	Granda Ursino (konstelacio)
Eiropas Atomenerģijas kopiena	Eŭropa Komunumo pri Atomenergio
Gulbis (zvaigznājs)	Cigno (konstelacio)
Dvīņi (zvaigznājs)	Ĝemeloj (konstelacio)
Mariona Kotijāra	Marion Cotillard
Zvaigznājs	Konstelacio
Eiropas Ekonomiskā telpa	Eŭropa Ekonomia Areo
Johans Gūtenbergs	Johannes Gutenberg
Džeimss Preskots Džouls	James Prescott Joule
Johanness Keplers	Keplero
Kankuna	Cancún
Gvadalahara	Guadalajara
Mo Jaņs	Mo Yan
Šafhauzene	Ŝafhaŭzo
Makss Planks	Max Planck
Gvadalahara (Meksika)	Gvadalaharo
Zviedru valoda	Sveda lingvo
Dāņu valoda	Dana lingvo
Nikola Tesla	Nikola Tesla
Al-Horezmī	Al-Ĥorazmi
Džeimss Vats	James Watt
Norvēģu valoda	Norvega lingvo
Čānakja	Ĉanakja
Gotfrīds Leibnics	Gottfried Wilhelm Leibniz
Noams Čomskis	Noam Chomsky
Luksemburgiešu valoda	Luksemburga lingvo
Čehu valoda	Ĉeĥa lingvo
Slovāku valoda	Slovaka lingvo
Kārlis Markss	Karl Marx
Slovēņu valoda	Slovena lingvo
Ungāru valoda	Hungara lingvo
Voltērs	Voltaire
Igauņu valoda	Estona lingvo
Mozus	Moseo
Latviešu valoda	Latva lingvo
Zināšanas	Scio
Lietuviešu valoda	Litova lingvo
Hinduisms	Hinduismo
Baltkrievu valoda	Belorusa lingvo
Hosē Muhika	José Mujica
Džeimss Maksvels	James Clerk Maxwell
Monako Grand Prix	Grand-Premio de Monako
Krūts	Mamo
Dmitrijs Mendeļejevs	Dmitrij Mendelejev
Atoms	Atomo
Sanmarīno Grand Prix	Granda Premio de San Marino
Ernests Rezerfords	Ernest Rutherford
Vintertūra	Vinterturo
Gaisma	Lumo
Grieķu valoda	Greka lingvo
Ervīns Šrēdingers	Erwin Schrödinger
Mitoloģija	Mitologio
Operētājsistēma	Operaciumo
Tadžmahāls	Taĝ-Mahalo
Īru valoda	Irlanda lingvo
Programmēšanas valoda	Programlingvo
Pingvīnu dzimta	Pingveno
Fundamentālisms	Fundamentismo
E-pasts	Retpoŝto
Monoteisms	Monoteismo
Josips Brozs Tito	Josip Broz Tito
Politeisms	Politeismo
Dvēsele	Animo
Maltiešu valoda	Malta lingvo
Persiešu valoda	Persa lingvo
Reliģija	Religio
Korejiešu valoda	Korea lingvo
Ābrams	Abraham
Radīšanas grāmata	Genezo
Kantoniešu dialekts	Kantona lingvo
Empire State Building	Empire State Building
Izceļošanas grāmata	Eliro
Renē Dekarts	René Descartes
Mandarīnu valoda	Nordĉina dialektaro
Vjetnamiešu valoda	Vjetnama lingvo
Svētais Pāvils	Paŭlo de Tarso
Brīvības statuja	Statuo de Libereco
Klaivs Steiplss Lūiss	C. S. Lewis
Khmeru valoda	Kmera lingvo
Laosiešu valoda	Laŭa lingvo
ASV Armija	Usona terarmeo
Zigmunds Freids	Sigmund Freud
Taju valoda	Siama lingvo
Birmiešu valoda	Birma lingvo
Kategorija:Zvaigznāji	Kategorio:Konstelacioj
Džainisms	Ĝajnismo
Georgs Vilhelms Frīdrihs Hēgelis	Hegelo
Malajiešu valoda	Malaja lingvo
Indonēziešu valoda	Indonezia lingvo
Mongoļu valoda	Mongola lingvo
Baku	Bakuo
Pūpe (zvaigznājs)	Pobo (konstelacio)
Kazahu valoda	Kazaĥa lingvo
Altāris (zvaigznājs)	Altaro (konstelacio)
Kirgīzu valoda	Kirgiza lingvo
Andromeda (zvaigznājs)	Andromedo (konstelacio)
UNESCO Pasaules mantojuma objekts	Monda heredaĵo de Unesko
Tadžiku valoda	Taĝika lingvo
Asterisms	Stelaro
Uzbeku valoda	Uzbeka lingvo
Salāti (ēdiens)	Salato
Turkmēņu valoda	Turkmena lingvo
Jūdaisms	Judismo
Thimphu	Timbuo
Bandarseribegavana	Bandar-Seri-Begavano
Kauss (zvaigznājs)	Pokalo (konstelacio)
Berenikes Mati	Berenica Hararo (konstelacio)
Tēlnieks (zvaigznājs)	Skulptisto (konstelacio)
Ivrits	Hebrea lingvo
Galds (zvaigznājs)	Tablomonto (konstelacio)
Azerbaidžāņu valoda	Azerbajĝana lingvo
Ibn Haldūns	Ibn-Ĥaldun
Maķedoniešu valoda	Makedona lingvo
Serbu valoda	Serba lingvo
Serbohorvātu valoda	Serbokroata lingvo
Delfīns (zvaigznājs)	Delfeno (konstelacio)
Bosniešu valoda	Bosnia lingvo
Mazais Suns	Malgranda Hundo
Galisiešu valoda	Galega lingvo
Velsiešu valoda	Kimra lingvo
Dili	Dilo
Imanuels Kants	Immanuel Kant
Skotu gēlu valoda	Skotgaela lingvo
Sikhisms	Sikismo
Džons Meinards Keinss	John Maynard Keynes
Tintoreto	Tintoretto
Lufthansa	Lufthansa
Vjenčana	Vjentiano
Gijs de Mopasāns	Guy de Maupassant
Uzvedība	Konduto
Laodzi	Laozio
Gmail	Gmail
Google Drive	Google Drive
Male	Maleo (Maldivoj)
Joga	Jogo
Pikaču	Pikaĉuo
Džons Loks	John Locke
Frīdrihs Nīče	Friedrich Wilhelm Nietzsche
Biškeka	Biŝkeko
Žans Pols Sartrs	Jean-Paul Sartre
Dušanbe	Duŝanbeo
Aknas	Hepato
Liesa	Lieno
Simacjaņs	Sima Qian
Nieres	Reno
Ādams Smits	Adam Smith
Urīnpūslis	Urina veziko
Sēklinieks	Testiko
Urīnvads	Uretero
Urīnizvadkanāls	Uretro
Maksis Vēbers	Max Weber
Ludvigs Vitgenšteins	Ludwig Wittgenstein
Truši	Kuniklo
Džu Sji	Zhu Xi
Nervu sistēma	Nerva sistemo
Vilkacis	Homlupo
Emocijas	Emocio
Psiholoģija	Psikologio
Domāšana	Pensado
Timbuktu	Timbuktuo
Okeāns	Oceano
Akvīnas Toms	Tomaso de Akvino
Viktorija (Lielbritānija)	Viktoria (Britio)
Sidhārta Gautama	Sidarto Gotamo
Lietus mežs	Pluvarbaro
Anglijas futbola Premjerlīga	F.A. Supra Ligo
Dialektika	Dialektiko
Velebaijs Patels	Vallabhbhai Patel
Muhameds	Mohamedo
Ētika	Etiko
Epistemoloģija	Sciteorio
Gribas brīvība	Libera volo
IPod	IPod
Vāveres	Sciuredoj
Lidvāveres	Flugsciuro
Varbūtība	Probablo
Īstenība	Realo
Elpošana	Spirado
BBC	BBC
Šāhruhs Hāns	Shahrukh Khan
Bāddoberāna	Bad Doberan
Tonijs Blērs	Tony Blair
Al Gazāli	Algazelo
Mārtiņš Luters	Marteno Lutero
Džons Meidžors	John Major
Amitābs Bačens	Amitabh Bachchan
Džeimss Kelahans	James Callaghan
Burgosa	Burgoso
Konfūcisms	Konfuceismo
Džeralds Fords	Gerald Ford
1924. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 1924
Honda	Honda
Šiītu islāms	Ŝijaismo
Ričards Niksons	Richard Nixon
1928. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 1928
Romas Katoļu baznīca	Katolika Eklezio
Trimūrti	Trimurto
1932. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 1932
Vēders	Ventro
Daoisms	Taoismo
1936. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 1936
Zoroastrisms	Zaratuŝtrismo
Sūfisms	Sufiismo
Muguras smadzenes	Mjelo
1940. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 1940
Vēnas	Vejno
Bengāļu valoda	Bengala lingvo
Dzemde	Utero
1944. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 1944
Mēle	Lango (anatomio)
1948. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 1948
Chelsea F.C.	Chelsea F.C.
Arsenal FC	Arsenal F.C.
Aizkuņģa dziedzeris	Pankreato
Nervs	Nervo
Cilvēka skelets	Homa skeleto
1952. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 1952
Liberālie demokrāti	Liberal Democrat (brita partio)
Priekšdziedzeris	Prostato
Konservatīvā partija (Apvienotā Karaliste)	Konservisma Partio (Britio)
Vēderplēve	Peritoneo
Leiboristu partija (Apvienotā Karaliste)	Brita Laborista Partio
Olnīca	Ovario
1956. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 1956
Kakls	Kolo
1960. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 1960
Mute	Buŝo
1964. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 1964
Balsene	Laringo
Neibūkova	Neubukow
Zarnas	Intesto
Lindons Džonsons	Lyndon B. Johnson
1968. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 1968
Locītava	Artiko
1972. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 1972
Dziedzeris	Glando
Folklenda Salas	Insuloj Falklandoj
Gremošanas orgānu sistēma	Digesta sistemo
1976. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 1976
1980. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 1980
Diafragma	Toraka diafragmo
Artērijas	Arterio
1984. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 1984
1988. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 1988
A	A
1992. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 1992
Kodols (operētājsistēma)	Kerno (operaciumo)
1994. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 1994
1998. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 1998
2002. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 2002
Mihaels Šūmahers	Michael Schumacher
2006. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 2006
Luiss Hamiltons	Lewis Hamilton
2010. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 2010
Menas Sala	Manksinsulo
2014. gada Ziemas Olimpiskās spēles	Vintra Olimpiko 2014
Vaita	Isle of Wight
Elizabete II Vindzora	Elizabeto la 2-a (Britio)
Tanu dinastija	Dinastio Tang
The New York Times	The New York Times
Princese Diāna	Diana Spencer
ß	ß
Henrijs Pērsels	Henry Purcell
Džons Kenedijs	John F. Kennedy
Sātana bībele	Satana Biblio
B	B
Kurapatu masu kapi	Kurapaty
Onorē de Balzaks	Honoré de Balzac
Sperma	Ejakulaĵo
Džoakīno Rosīni	Gioachino Rossini
Klasiskā mūzika	Klasika muziko
Simfonija	Simfonio
G	G
U	U
Z	Z
Blūzs	Bluso
Flamenko	Flamenko
F	F
J	J
Elektroniskā mūzika	Elektronika muziko
Alfabēts	Alfabeto
Burts	Litero
Regejs	Regeo
Saksofons	Saksofono
Hērlena	Heerlen
T	T
C	C
Eindhovena	Eindhoven
R	R
D	D
Alfa	Alfo
Omega	Omego
I	I
Mī	Muo (litero)
Minu dinastija	Dinastio Ming
E	E
H	H
Dvaits Eizenhauers	Dwight D. Eisenhower
Hārlema	Haarlemo
K	K
L	L
M	M
N	N
O	O
P	P
Q	Q
S	S
Ronalds Reigans	Ronald Reagan
V	V
W	W
X	X
Y	Y
Zandvorta	Zandvoort
Vikipēdija nīderlandiešu valodā	Nederlandlingva Vikipedio
Enshede	Enschede
Fī	Fio (litero)
Maisūru	Majsur
Janica Kosteliča	Janica Kostelić
Viktorija Azarenka	Viktoria Azarenka
Endijs Marijs	Andy Murray
Rafaels Nadals	Rafael Nadal
Svetonijs	Suetonio
LibreOffice	LibreOffice
2002. gada Eirovīzijas dziesmu konkurss	Eŭrovido-Kantokonkurso 2002
2003. gada Eirovīzijas dziesmu konkurss	Eŭrovido-Kantokonkurso 2003
2004. gada Eirovīzijas dziesmu konkurss	Eŭrovido-Kantokonkurso 2004
2005. gada Eirovīzijas dziesmu konkurss	Eŭrovido-Kantokonkurso 2005
2006. gada Eirovīzijas dziesmu konkurss	Eŭrovido-Kantokonkurso 2006
2007. gada Eirovīzijas dziesmu konkurss	Eŭrovido-Kantokonkurso 2007
2008. gada Eirovīzijas dziesmu konkurss	Eŭrovido-Kantokonkurso 2008
2009. gada Eirovīzijas dziesmu konkurss	Eŭrovido-Kantokonkurso 2009
2010. gada Eirovīzijas dziesmu konkurss	Eŭrovido-Kantokonkurso 2010
2011. gada Eirovīzijas dziesmu konkurss	Eŭrovido-Kantokonkurso 2011
2012. gada Eirovīzijas dziesmu konkurss	Eŭrovido-Kantokonkurso 2012
2013. gada Eirovīzijas dziesmu konkurss	Eŭrovido-Kantokonkurso 2013
Zulu valoda	Zulua lingvo
Zazaki valoda	Zazaa lingvo
Indijas Nacionālais kongress	Barata Nacia Kongreso
Plazma	Plasmo
Lamanša tunelis	Manika Tunelo
Pitagors	Pitagoro
Pamplona	Pamplono
Kolizejs	Koloseo
Partenons	Partenono
Nabadzība	Malriĉeco
Saragosa	Zaragozo
Sansebastjana	Donostio
Valencia CF	Valencia CF
Kardioloģija	Kardiologio
Banduna	Bandungo
Džons Makeins	John McCain
Almerija	Almerio
Mazais Lauva	Malgranda Leono (konstelacio)
Ziemeļu Vainags	Norda Krono (konstelacio)
Dienvidu Zivs	Suda Fiŝo (konstelacio)
Dienvidu Vainags	Suda Krono (konstelacio)
Dienvidu Hidra	Virhidro (konstelacio)
Dienvidu Trīsstūris	Suda Triangulo (konstelacio)
Balodis (zvaigznājs)	Kolombo (konstelacio)
Vienradzis (zvaigznājs)	Unukornulo (konstelacio)
Ķirzaka (zvaigznājs)	Lacerto (konstelacio)
Eridāna	Eridano (konstelacio)
Muša (zvaigznājs)	Muŝo (konstelacio)
Lidojošā Zivs (zvaigznājs)	Flugfiŝo (konstelacio)
Mazais Zirgs	Ĉevaleto (konstelacio)
Fēnikss (zvaigznājs)	Fenikso (konstelacio)
Lūsis (zvaigznājs)	Linko (konstelacio)
Zaķis (zvaigznājs)	Leporo (konstelacio)
Herkuless (zvaigznājs)	Herkulo (konstelacio)
Indiānis (zvaigznājs)	Indiano (konstelacio)
Medību Suņi	Ĉashundoj (konstelacio)
Hameleons (zvaigznājs)	Ĥameleono (konstelacio)
Kasiopeja	Kasiopeo (konstelacio)
Cefejs (zvaigznājs)	Cefeo (konstelacio)
Kuģa Ķīlis	Kareno (konstelacio)
Kompass (zvaigznājs)	Kompaso (konstelacio)
Vedējs	Koĉero (konstelacio)
Mazais Lācis	Malgranda Ursino (konstelacio)
Katrīna, Kembridžas hercogiene	Kate Middleton
Sūknis (zvaigznājs)	Pumpilo (konstelacio)
Lira (zvaigznājs)	Liro (konstelacio)
Gleznotājs (zvaigznājs)	Pentristo (konstelacio)
Greblis	Ĉizilo (konstelacio)
Airtons Senna	Ayrton Senna
Mikroskops (zvaigznājs)	Mikroskopo (konstelacio)
Alēns Prosts	Alain Prost
Tīkliņš	Reteto (konstelacio)
Oktants (zvaigznājs)	Oktanto (konstelacio)
Paradīzes Putns	Paradizeo (konstelacio)
Cirkulis (zvaigznājs)	Cirkelo (konstelacio)
Džensons Batons	Jenson Button
Persejs (zvaigznājs)	Perseo (konstelacio)
Bulta (zvaigznājs)	Sago (konstelacio)
Fernando Alonso	Fernando Alonso
Pāvs (zvaigznājs)	Pavo (konstelacio)
Krauklis (zvaigznājs)	Korvo (konstelacio)
Lapsiņa	Vulpo (konstelacio)
Deivids Bekhems	David Beckham
Buras (zvaigznājs)	Velaro (konstelacio)
Bādtelcas-Volfratshauzenes apriņķis	Distrikto Bad Tölz-Wolfratshausen
Sekstants (zvaigznājs)	Sekstanto (konstelacio)
Vairogs (zvaigznājs)	Ŝildo (konstelacio)
Mežāzis	Kaprikorno (konstelacio)
Lielais Suns	Granda Hundo
Dienvidu Krusts	Suda Kruco (konstelacio)
Teleskops (zvaigznājs)	Teleskopo (konstelacio)
Augšbavārija	Supra Bavario
Dzērve (zvaigznājs)	Gruo (konstelacio)
Trīsstūris (zvaigznājs)	Triangulo (konstelacio)
Saskatūna	Saskatuno
Tukāns (zvaigznājs)	Tukano (konstelacio)
Vērsis (zvaigznājs)	Taŭro (konstelacio)
Vilks (zvaigznājs)	Lupo (konstelacio)
Pulkstenis (zvaigznājs)	Horloĝo (konstelacio)
Ūdensvīrs	Akvisto
Hidra (zvaigznājs)	Hidro (konstelacio)
Svari (zvaigznājs)	Pesilo (konstelacio)
Leņķmērs (zvaigznājs)	Ortilo (konstelacio)
Auns (zvaigznājs)	Ŝafo (konstelacio)
Ērglis (zvaigznājs)	Aglo (konstelacio)
Kategorija:Pūķis (zvaigznājs)	Kategorio:Drako (konstelacio)
Kategorija:Zivis (zvaigznājs)	Kategorio:Fiŝoj (konstelacio)
Kategorija:Žirafe (zvaigznājs)	Kategorio:Ĝirafo (konstelacio)
Elizabete Bousa-Laiona	Elizabeth Bowes-Lyon
Kategorija:Valis (zvaigznājs)	Kategorio:Baleno (konstelacio)
Kategorija:Centaurs (zvaigznājs)	Kategorio:Centaŭro (konstelacio)
Kategorija:Lauva (zvaigznājs)	Kategorio:Leono (konstelacio)
Gordons Brauns	Gordon Brown
Kategorija:Orions (zvaigznājs)	Kategorio:Oriono (konstelacio)
Kategorija:Pegazs (zvaigznājs)	Kategorio:Pegazo (konstelacio)
Kategorija:Skorpions (zvaigznājs)	Kategorio:Skorpio (konstelacio)
Kategorija:Strēlnieks (zvaigznājs)	Kategorio:Sagitario (konstelacio)
Kategorija:Krāsns (zvaigznājs)	Kategorio:Forno (konstelacio)
1100. gads	1100
Kategorija:Gulbis (zvaigznājs)	Kategorio:Cigno (konstelacio)
Kategorija:Dvīņi (zvaigznājs)	Kategorio:Ĝemeloj (konstelacio)
Nevils Čemberlens	Neville Chamberlain
Kims Čenirs	Kim Ĝong-il
Kategorija:Venecuēla	Kategorio:Venezuelo
Kategorija:Venecuēlas vēsture	Kategorio:Historio de Venezuelo
Sega Mega Drive	Mega Drive
PlayStation	PlayStation
PlayStation 2	PlayStation 2
PlayStation 3	PlayStation 3
Belfāsta	Belfasto
Kārdifa	Cardiff
Ķīmisko elementu periodiskā tabula	Perioda tabelo
Touršhavna	Tórshavn
Roberts Mugabe	Robert Mugabe
Red Hot Chili Peppers	Red Hot Chili Peppers
@	@
Džordžtauna (Gajāna)	Ĝorĝtaŭno (Gujano)
Pašnāvība	Sinmortigo
Bādlauzika	Bad Lausick
Spānijas autonomie apgabali	Aŭtonoma Komunumo de Hispanio
Bēlene	Böhlen (Saksio)
Borna	Borna
Brandisa	Brandis
Koldica	Colditz
Froburga	Frohburg
Geithaina	Geithain
Groiča	Groitzsch
Kičere	Kitzscher
Korenzālisa	Kohren-Sahlis
Markranštete	Markranstädt
Naunhofa	Naunhof
Pēgava	Pegau
Rēgisa-Breitingene	Regis-Breitingen
Rēta (Saksija)	Rötha
Trebzene/Mulde	Trebsen (Mulde)
Cvenkava	Zwenkau
Grimma	Grimma
Marklēberga	Markkleeberg
Vurcene	Wurzen
Cūkas	Suo
2001. gada 11. septembra uzbrukums ASV	Atencoj de la 11-a de septembro 2001
Rāpuļi	Reptilioj
Sprādzieni Londonā 2005. gada 7. jūlijā	Teroristaj atakoj de Londono en julio 2005
Marjano Rahojs	Mariano Rajoy
Grauzēji	Ronĝuloj
Baložu dzimta	Kolombedoj
Spānijas pilsoņu karš	Hispana Enlanda Milito
Arheji	Arĥioj
Aklums	Blindeco
Baktērijas	Bakterioj
Koks	Arbo
Protisti	Protistoj
Lambda	Lambdo
Abinieki	Amfibioj
Hordaiņi	Ĥorduloj
Emo (mūzikas žanrs)	Emoo (muziko)
Revolūcija	Revolucio
Krabja miglājs	M1
Siers	Fromaĝo
Ebro	Ebro
Vīnogas	Vinbero
Triatlons	Triatlono
Medus	Mielo
Gaļa	Viando
Taigers Vudss	Tiger Woods
Kartupelis	Terpomo
Cukurs	Sukero
Dārzenis	Legomo
Soja	Sojfabo
Rieksts	Nukso
Apvienotās Karalistes parlaments	Parlamento de la Unuiĝinta Reĝlando
Robots	Roboto
Snūkers	Snukero
Tehnoloģija	Teknologio
Mašīna	Maŝino
Skrūve	Ŝraŭbo
Inženierija	Inĝenierarto
Saskarsme	Komunikado
Informācija	Informo
Žurnālistika	Ĵurnalismo
Laikraksts	Gazeto
Plašsaziņas līdzekļi	Amaskomunikilo
Iespiešana	Presarto
Telefons	Telefono
The Rolling Stones	The Rolling Stones
Kultūra	Kulturo
Hindustāņu valoda	Hindustana lingvo
Ribonukleīnskābe	RNA
Sanskrits	Sanskrito
2001. gada Eirovīzijas dziesmu konkurss	Eŭrovido-Kantokonkurso 2001
Astronoms	Astronomo
Asinsrites orgānu sistēma	Kardiovaskula sistemo
Endokrīnā sistēma	Endokrina sistemo
Alcheimera slimība	Alzheimer-malsano
Resnā zarna	Dika intesto
Pārkinsona slimība	Parkinsona malsano
Celiakija	Celiakio
Tievā zarna	Maldika intesto
Maņu orgānu sistēma	Sensa sistemo
Alhazens	Alhazen
2000. gada Eirovīzijas dziesmu konkurss	Eŭrovido-Kantokonkurso 2000
1999. gada Eirovīzijas dziesmu konkurss	Eŭrovido-Kantokonkurso 1999
Lugo	Lugo (Hispanio)
IP adrese	IP-adreso
Māstrihtas līgums	Traktato de Mastriĥto
The Guardian	The Guardian
Eiropas Savienības valodas	Lingvoj de la Eŭropa Unio
FA kauss	FA-Pokalo
Skābes	Acido
UDP	UDP
Neorganiskā ķīmija	Neorganika kemio
Tilde	Tildo
Jautājuma zīme	Demandosigno
Ķīmiskais savienojums	Kemia kombinaĵo
Cirkumflekss	Ĉapelo (supersigno)
22. gadsimts	22-a jarcento
Jūlija kalendārs	Julia kalendaro
Starpniekserveris	Prokurilo
Medicīna	Medicino
The World Factbook	Monda faktolibro de CIA
Kimi Reikenens	Kimi Räikkönen
Bāze (ķīmija)	Bazo (kemio)
Sarajeva	Sarajevo
Serbu Republika	Serba Respubliko
Logaritms	Logaritmo
ASV Augstākā tiesa	Supera Kortumo de Usono
Lineāru vienādojumu sistēma	Sistemo de linearaj ekvacioj
Likumdošanas vara	Leĝdona povo
Aritmētika	Aritmetiko
Pentagons	Pentagono (Usono)
Koordinātu sistēma	Koordinatsistemo
ASV Bruņotie spēki	Usona armeo
Diferenciālvienādojums	Diferenciala ekvacio
Windows 7	Vindozo 7
Skaitļošanas matemātika	Cifereca analitiko
ASV Jūras kājnieku korpuss	Marista infanterio de Usono
ASV Jūras kara flote	Usona mararmeo
Procents	Procento
Windows Vista	Vindozo Vista
Pasaules tirdzniecības centrs	World Trade Center
One World Trade Center	One World Trade Center
Windows XP	Windows XP
Sāls	Salo
Microsoft Office	Microsoft Office
Fidels Kastro	Fidel Castro
Taimskvērs	Times Square
Microsoft Word	Microsoft Word
ASV Kongress	Usona Kongreso
Fulhensio Batista	Fulgencio Batista
Chrysler Building	Konstruaĵo Chrysler
Lodveida zvaigžņu kopa	Globa stelamaso
Rokfellera centrs	Rockefeller Center
Kategorija:Brazīlija	Kategorio:Brazilo
Trollis (internets)	Interreta trolo
Jonizētais ūdeņraža mākonis	H II regiono
Tīmekļa serveris	TTT-servilo
Manhetena	Manhatano
Kategorija:Brazīlijas vēsture	Kategorio:Historio de Brazilo
Debesskrāpis	Nuboskrapulo
Kategorija:Bulgārijas vēsture	Kategorio:Historio de Bulgario
Kategorija:Rumānijas vēsture	Kategorio:Historio de Rumanio
Kategorija:Rumānija	Kategorio:Rumanio
Ķīmiskais elements	Kemia elemento
Vienādojums	Ekvacio
Funkcija	Funkcio (matematiko)
Organiskā ķīmija	Organika kemio
Leņķis	Angulo
Apache HTTP serveris	Retservilo Apache
Ogļhidrāti	Karbonhidrato
Hormoni	Hormono
Alternatīvais roks	Alternativa rokmuziko
Lipīdi	Lipido
UNIX	Unikso
Molekula	Molekulo
Fizikālā ķīmija	Fizika kemio
Paātrinājums	Akcelo
Šiva	Ŝivao
Enerģija	Energio
Višnu	Viŝnuo
Lokālais tīkls	Loka reto
Enerģijas nezūdamības likums	Principo de konservado de energio
Teritoriālais tīkls	Malloka reto
Elektromagnētiskie viļņi	Elektromagneta ondo
Vaļējā zvaigžņu kopa	Malfermita stelamaso
Infrasarkanais starojums	Infraruĝa radiado
Brahma	Brahmao
Ultravioletais starojums	Ultraviola radiado
Izmirstošas sugas	Minacata specio
Domestikācija	Aldomigo
Klasiskā mehānika	Klasika mekaniko
Organismu klasifikācija	Biologia klasado
Rokmūzika	Rok-muziko
Hiphops	Hiphopo
Spēks	Forto
Samba	Sambo (muziko)
Bungas	Tamburo
Flauta	Fluto
Elektromagnētisms	Elektromagnetismo
Magnētiskais lauks	Magneta kampo
Aparteīds	Apartismo
Spēle	Ludo
Nardi	Triktrako
Gravitācija	Gravito
Go	Goo
Stiprā mijiedarbība	Forta nuklea forto
Azartspēles	Vetludo
Cīņas māksla	Luktoarto
Vājā mijiedarbība	Malforta nuklea forto
Karatē	Karateo
Džudo	Ĵudo
Magnēts	Magneto
Rotaļlieta	Ludilo
Masa	Maso
Kinofilma	Filmo
Animācija	Animacio
Metāli	Metalo (fiziko)
Tērauds	Ŝtalo
Kodolu dalīšanās	Fisio
Agregātstāvoklis	Materistato
Gāze	Gaso
Šķidrums	Likvo
Gaisa kuģis	Flugmaŝino
Cieta viela	Solido
Mājas lapa	Ĉefpaĝo
Divritenis	Biciklo
Kuģis	Ŝipo
Radioaktivitāte	Radiaktiveco
Lauksaimniecība	Agrikulturo
Vispārīgā relativitātes teorija	Ĝenerala teorio de relativeco
Apūdeņošana	Irigacio
Speciālā relativitātes teorija	Speciala teorio de relativeco
Pusvadītājs	Duonkonduktaĵo
