Αφρική	Afriko
Μολυβδαίνιο	Molibdeno
Τεχνήτιο	Teknecio
Αμβούργο	Hamburgo
Μεταβολισμός	Metabolo
Ναρέντρα Μόντι	Narendra Modi
Ανοσοποιητικό σύστημα	Imuna sistemo
Τεχνικό Πανεπιστήμιο Αμβούργου - Αρβούργο	Teknologia Universitato Hamburgo
Γκουτζαράτ	Guĝaratio
Λίμνη Οντάριο	Ontario (lago)
Εξέλιξη	Evoluismo
Αλεσσάντρο Μαντσόνι	Alessandro Manzoni
Οργανισμός Ηνωμένων Εθνών	Unuiĝintaj Nacioj
Λίμνη Σουπίριορ	Supra Lago
Δάντης Αλιγκέρι	Dante Alighieri
Γεωλογία	Geologio
Αχμενταμπάντ	Ahmadabado
Γεωγραφία	Geografio
Καρδιά	Koro
Εγκέφαλος	Cerbo
Δέρμα	Haŭto
Χρώμα	Koloro
Breaking Bad	Breaking Bad
Σαλέρνο	Salerno
Ουσιαστικό	Substantivo
Πράγα	Prago
Ρουθήνιο	Rutenio
Ρόδιο	Rodio
Μπλε	Blua
Παλλάδιο	Paladio
Άργυρος	Arĝento
Κάδμιο	Kadmio
Σταρ Τρεκ	Star Trek
Λιμβουργία (Ολλανδία)	Limburgo (Nederlando)
Ίνδιο	Indio
Λιμβουργία (Βέλγιο)	Limburgo (Belgio)
Κασσίτερος	Stano
Ουράνιο	Uranio
Αντιμόνιο	Antimono
Τελλούριο	Teluro
Βόρεια Βραβάντη	Norda Brabanto
Πλουτώνιο	Plutonio
Ιώδιο	Jodo
Ποσειδώνιο	Neptunio
Ξένο	Ksenono
Άνιμε	Animeo
Καίσιο	Cezio
Πρωτακτίνιο	Protaktinio
Ηλεκτρικό φορτίο	Elektra ŝargo
Βάριο	Bario
Δυτική Φλάνδρα	Okcidenta Flandrio
Ανατολική Φλάνδρα	Orienta Flandrio
Θόριο	Torio
Αμβέρσα (επαρχία)	Antverpeno (provinco)
Φλαμανδική Βραβάντη	Flandra Brabanto
Άφνιο	Hafnio
Ακτίνιο (στοιχείο)	Aktinio
Βαλλωνική Βραβάντη	Valona Brabanto
Ταντάλιο	Tantalo
Μπιλ Κλίντον	William J. Clinton
Ναμύρ (επαρχία)	Namuro (provinco)
Λουξεμβούργο (Βελγική επαρχία)	Luksemburgo (Belgio)
Λιέγη (επαρχία)	Lieĝo (provinco)
Ράδιο	Radiumo
Αινώ	Henegovio
Ραδόνιο	Radono
Λωρραίνη (περιοχή)	Loreno
Αλσατία	Alzaco
Ζαν Φιλίπ Ραμώ	Jean-Philippe Rameau
Ίντιρα Γκάντι	Indira Gandhi
Εκτόρ Μπερλιόζ	Louis Hector Berlioz
Μουμπάι	Mumbajo
Παγκόσμια Ομοσπονδία Κλασικού Αθλητισμού	Internacia Asocio de Atletikaj Federacioj
Άντρα Πραντές	Andra-Pradeŝo
Λιμβουργία (αποσαφήνιση)	Limburg
Αρουνάτσαλ Πραντές	Arunaĉal-Pradeŝo
Ασσάμ	Asamo
Μπιχάρ	Biharo
Μίσιγκαν	Miĉigano
Τσατίσγκαρ	Ĉhatisgaro
Λίμνη Μίσιγκαν	Miĉigano (lago)
Γκόα	Goao
Βουργουνδία	Burgonjo
Χαρυάνα	Harjano
Χιμάτσαλ Πραντές	Himaĉal-Pradeŝo
Μωρίς Ραβέλ	Maurice Ravel
Ακουιτανία	Akvitanio
Γιαμού και Κασμίρ	Ĝamuo kaj Kaŝmiro
Πουέρτο Ρίκο	Porto-Riko
Τζαρκάντ	Ĝharkhando
Καρνάτακα	Karnatako
Κεράλα	Keralao
Μάντια Πραντές	Madhja-Pradeŝo
Γιουσέιν Μπολτ	Usain Bolt
Μαχαράστρα	Maharaŝtro
Ζαν Μπατίστ Λυλί	Jean-Baptiste Lully
Μανιπούρ	Manipuro
Σλέσβιχ-Χόλσταϊν	Ŝlesvigo-Holstinio
Μεγκαλάγια	Meghalajo
Μεκλεμβούργο-Δυτική Πομερανία	Meklenburgo-Antaŭpomerio
Κάτω Σαξωνία	Malsupra Saksio
Βόρεια Ρηνανία-Βεστφαλία	Nordrejn-Vestfalio
Έσση	Hesio
Ρηνανία-Παλατινάτο	Rejnlando-Palatinato
Σάαρλαντ	Sarlando
Σαξονία	Saksio
Τζον Λένον	John Lennon
Ιλινόι	Ilinojso
Θουριγγία	Turingio
Σαξωνία-Άνχαλτ	Saksio-Anhalto
Βόρεια Ντακότα	Norda Dakoto
Βραδεμβούργο	Brandenburgio
Βρέμη (ομόσπονδο κρατίδιο)	Libera hansa urbo Bremeno
Λομβαρδία	Lombardujo
Νότια Ντακότα	Suda Dakoto
Μοντάνα	Montano
Ουαϊόμινγκ	Vajomingo
Πεδεμόντιο	Piemonto
Ιερουσαλήμ	Jerusalemo
Τζόρτζιο Ναπολιτάνο	Giorgio Napolitano
Αϊντάχο	Idaho
Κοιλάδα της Αόστα	Aosta Valo
Ουάσινγκτον (πολιτεία)	Vaŝingtonio
Κάρλο Ατσέλιο Τσιάμπι	Carlo Azeglio Ciampi
Μπρους Σπρίνγκστιν	Bruce Springsteen
Ραδερφόρντιο	Ruterfordio
Νεβάδα	Nevado
Ντον	Don (rivero)
Φραντσέσκο Κοσίγκα	Francesco Cossiga
Ντούμπνιο	Dubnio
Σιμπόργκιο	Seborgio
Τζοβάνι Λεόνε	Giovanni Leone
Τρεντίνο-Άλτο Άντιτζε	Trentino-Alto Adige
Τζιουζέπε Σάραγκατ	Giuseppe Saragat
Ινδικός Ωκεανός	Hinda Oceano
Βένετο	Veneto
Κόσοβο	Kosovo
Καραϊβική Θάλασσα	Kariba Maro
Μπόριο	Borio
Φρίουλι-Βενέτσια Τζούλια	Friulo-Venecio Julia
Χάσιο	Hasio
Μπαν Κι-μουν	Ban Ki-moon
Κόφι Ανάν	Kofi Annan
Λιγουρία	Ligurio
Μπούτρος Μπούτρος - Γκάλι	Boutros Boutros-Ghali
Μαϊτνέριο	Mejtnerio
Κουρτ Βαλντχάιμ	Kurt Waldheim
Κολοράντο	Koloradio
Εμίλια-Ρομάνια	Emilio-Romanjo
Ου Θαντ	U Thant
Ποταμός Κολοράντο	Kolorado (rivero)
Νταρμστάντιο	Darmŝtatio
Νταγκ Χάμαρσκελντ	Dag Hammarskjöld
Φρεντερίκ Σοπέν	Frédéric Chopin
Ρεντγκένιο	Rentgenio
Τοσκάνη	Toskanio
Λέοναρντ Κόεν	Leonard Cohen
Κοπερνίκιο	Kopernicio
Μάρκε	Markio (Italio)
Ούμπρια	Umbrio
Λάτιο	Latio
Δολομίτες	Dolomitoj
Αμπρούτσο	Abruco
Απέννινα όρη	Apeninoj
Άλπεις	Alpoj
Γιανσενισμός	Jansenismo
Καρπάθια Όρη	Karpatoj
Γκρενόμπλ	Grenoblo
Μπλεζ Πασκάλ	Blaise Pascal
Ντάμα (παιχνίδι)	Damludo
Ντόρτμουντ	Dortmund
Γάνδη	Gento (urbo)
Σικάγο	Ĉikago
The Beatles	The Beatles
Ουνούντριο	Ununtrio
Φλερόβιο	Flerovio
Ουνουνπέντιο	Ununpentio
Λιβερμόριο	Livermorumo
Ουνουνσέπτιο	Ununseptio
Ουνουνόκτιο	Ununoktio
Κόμο	Komo (Italio)
Μάαστριχτ	Maastricht
Άρνεμ	Arnhem
Χειμώνας	Vintro
Άνοιξη	Printempo
Καλοκαίρι	Somero
Φθινόπωρο	Aŭtuno
Ισημερία	Ekvinokso
Σαντάμ Χουσεΐν	Saddam Hussein
Οσάμα μπιν Λάντεν	Usama bin Laden
Ισπανική γλώσσα	Hispana lingvo
Φρίντριχ Χάγιεκ	Friedrich August von Hayek
Μοντεβιδέο	Montevideo
Γιόχαν Σεμπάστιαν Μπαχ	Johann Sebastian Bach
Αντόνιο Βιβάλντι	Antonio Vivaldi
Τολιάττι	Toljatti
Πίτσμπεργκ	Pittsburgh (Pensilvanio)
Όπερα	Opero
Φιλαδέλφεια (Πενσυλβάνια)	Filadelfio (Pensilvanio)
Καλκούτα	Kolkato
Τσεννάι	Ĉenajo
Δελχί	Delhio
Ντάκα	Dako
Μπανγκαλόρ	Bengaluro
Δυτική Βεγγάλη	Okcident-Bengalo
Αράχνη	Araneuloj
Αραχνίδια	Araneedoj
Αρθρόποδα	Artropodoj
Χαϊντεραμπάντ (Ινδία)	Hajderabado
Ισλαμαμπάντ	Islamabado
Τρίπουρα	Tripuro
Καρπός	Frukto
Μαϊμού	Simio
Χρήμα	Mono
Βιρτζίνια	Virginio (ŝtato)
Δυτική Βιρτζίνια	Okcidenta Virginio
Μάττερχορν	Materhorno
Λίμνη Χιούρον	Lago Hurono
Νέα Υόρκη (πολιτεία)	Nov-Jorkio
Δημήτριο	Cerio
Πρασεοδύμιο	Prazeodimo
Ρόουντ Άιλαντ	Rod-Insulo
Νεοδύμιο	Neodimo
Έντομα	Insekto
Μέριλαντ	Marilando
Ντέλαγουερ	Delavaro
Βλαντιμίρ Λένιν	Lenin
Ευρώπιο	Eŭropio
Οχάιο	Ohio
Βιργίλιος	Vergilio
Νικολό Μακιαβέλι	Makiavelo
Πενσυλβάνια	Pensilvanio
Πετράρχης	Francesco Petrarca
Βοκάκιος	Giovanni Boccaccio
Λουίτζι Πιραντέλλο	Luigi Pirandello
Οκταβιανός Αύγουστος	Aŭgusto Cezaro
Microsoft Windows	Microsoft Windows
Τιβέριος Καίσαρας Αύγουστος	Tiberio
Νιου Τζέρσεϊ	Nov-Ĵerzejo
Γάιος Καλιγούλας	Kaligulo
Γιβραλτάρ	Ĝibraltaro
Κλαύδιος	Klaŭdio
Φινλανδική γλώσσα	Finna lingvo
Νέρων	Nerono
Γάλβας	Galbo
Ιντιάνα	Indianio
Μάρκος Σάλβιος Όθων	Oto
Βιτέλλιος	Vitelio
Nokia	Nokia (kompanio)
Βεσπασιανός	Vespasiano
Αυτοκίνητο	Aŭtomobilo
Τίτος	Tito (imperiestro)
Γιουβέντους	Juventus Football Club
Δομιτιανός	Domiciano
Νέρβας	Nerva
Τραϊανός	Trajano
Ρότζερ Φέντερερ	Roger Federer
Αδριανός	Hadriano
Τζόρτζια	Georgio
Αντωνίνος Πίος	Antonino Pia
Μάρκος Αυρήλιος	Marko Aŭrelio
KDE	KDE
Κόμμοδος	Komodo (imperiestro)
Ζάγκρεμπ	Zagrebo
Πέρτιναξ	Pertinakso
Ρατζαστάν	Raĝastano
Καμπανία (Ιταλία)	Kampanio
Τέξας	Teksaso
Δίδιος Ιουλιανός	Didio Juliano
Σεπτίμιος Σεβήρος	Septimo Severo
Μολίζε	Molizo
Ταμίλ Ναντού	Tamilnado
Καρακάλλας	Karakalo
Απουλία	Apulio
Γένοβα	Ĝenovo
Μπαζιλικάτα	Basilikato
Βόρεια Καρολίνα	Norda Karolino
Χόκεϊ επί χόρτου	Herbohokeo
Νότια Καρολίνα	Suda Karolino
ΟΚ Σαμπντόρια	Sampdoria Genova
Καλαβρία	Kalabrio
Σικελία	Sicilio
Μανίλα	Manilo
Σαρδηνία	Sardio
Φερδινάντο Μάρκος	Ferdinand Marcos
Μπενίνιο Ακίνο ο Τρίτος	Benigno Aquino la 3-a
Λίγηρας	Luaro
Μαουρίτς Κορνέλις Έσερ	M. C. Escher
Σηκουάνας	Sejno
Νόσος του Crohn	Crohn-malsano
Μπορντό	Bordeaux
Κορασόν Ακίνο	Corazón Aquino
Μαγιόν	Monto Majono (vulkano)
Μπουένος Άιρες	Bonaero
Χάκερ	Kodumulo
Πόλη του Μεξικού	Meksik-urbo
Τόκιο	Tokio
Λα Πας	La-Pazo
Βαρκελώνη	Barcelono
Μισισίπι	Misisipio
Φερδινάνδος Μαγγελάνος	Fernão de Magalhães
Ποταμός Μισσισσιππής	Misisipo (rivero)
Ούταρ Πραντές	Utar-Pradeŝo
Ουταράχαντ	Utarakando
Μιζόραμ	Mizoramo
Σικκίμ	Sikimo
Παταγονία	Patagonio
Τενεσί	Tenesio
Ρίχαρντ Βάγκνερ	Richard Wagner
Ρόμπερτ Λούις Στίβενσον	Robert Louis Stevenson
Ναγκπούρ	Nagpur
Αμπιτζάν	Abiĝano
Άμπου Ντάμπι	Abu-Dabio
Αστανά	Astano
Νέο Μεξικό	Nov-Meksiko
Ραμσής Β΄	Ramseso la 2-a
Αθήνα	Ateno
Μινεσότα	Minesoto
Βαγδάτη	Bagdado
Καράκας	Karakaso
Συγχρονισμένος Παγκόσμιος Χρόνος	UTC
Ουισκόνσιν	Viskonsino
Πούνε	Puneo
Μάρκος Τύλλιος Κικέρων	Cicerono
ΑΚ Μίλαν	A.C. Milan
Αϊόβα	Iovao
Νεμπράσκα	Nebrasko
Πόλη της Γουατεμάλας	Gvatemalurbo
Κάνσας	Kansaso
Αβάνα	Havano
Καπνός (φυτό)	Tabako
Χίντι	Hindia lingvo
Μαράτι (γλώσσα)	Marata lingvo
Internet Explorer	Internet Explorer
Τσιγάρο	Cigaredo
Γκανέσα	Ganeŝo
Μιζούρι (πολιτεία)	Misurio
Γκέοργκ Ωμ	Georg Ohm
Λουιζιάνα	Luiziano
Λουίτζι Γκαλβάνι	Luigi Galvani
Ναγκαλάντ	Nagalando
Κεντάκι	Kentukio
Αρκάνσας	Arkansaso
Νηλ Άρμστρονγκ	Neil Armstrong
Ούρντου γλώσσα	Urduo
Τσαρλς Λίντμπεργκ	Charles Lindbergh
Εντίθ Πιάφ	Édith Piaf
Όσιγιεκ	Osijek
Έλβας	Elbo (rivero)
Ριέκα	Rijeko
Οκλαχόμα	Oklahomo
Δούναβης	Danubo
Σπλιτ	Split
Ρουρ	Ruhr
Ζακ Μπρελ	Jacques Brel
Μοζέλλας (ποταμός)	Mozelo
Μάιν	Majno (rivero)
Νέκαρ	Neckar
Άαρ	Aro (rivero)
Χάβελ	Havel
Σπρέε	Spree
Βόρεια Θάλασσα	Norda Maro
Περιφέρεια Μόσχας	Moskva provinco
Κίελο	Kilo (urbo)
Σβερίν	Schwerin
Πότσδαμ	Potsdamo
Αννόβερο	Hanovro
Ντίσελντορφ	Duseldorfo
Μάιντς	Majenco
Βίζμπαντεν	Wiesbaden
Ντουμπρόβνικ	Dubrovnik
Σααρμπρύκεν	Saarbrücken
Μόναχο	Munkeno
Περιφέρεια Σαμάρα	Samara provinco (Rusio)
Έρφουρτ	Erfurto
Δρέσδη	Dresdeno
Μαγδεβούργο	Magdeburgo
Πετοσφαίριση	Flugpilkado
Ίνσμπρουκ	Innsbruck
Μπρέγκεντζ	Bregenz
Βιέννη	Vieno
Μαντόνα	Madonna
Κοπεγχάγη	Kopenhago
Περιφέρεια Καλίνινγκραντ	Kaliningrada provinco
Μακρίνος	Makrino
Στοκχόλμη	Stokholmo
Ελσίνκι	Helsinko
Περιφέρεια Μούρμανσκ	Murmanska provinco
Δουβλίνο	Dublino
Ηλιογάβαλος	Elagabalo
Μούρμανσκ	Murmansko
Ρέικιαβικ	Rejkjaviko
Έλλα Φιτζέραλντ	Ella Fitzgerald
Αλέξανδρος Σεβήρος	Aleksandro Severo
Ταλίν	Talino
Ρίγα	Rigo
Ζανζιβάρη	Zanzibaro
Μαξιμίνος Θραξ	Maximinus Thrax
Λούις Άρμστρονγκ	Louis Armstrong
Μπρατισλάβα	Bratislavo
Βουδαπέστη	Budapeŝto
Γορδιανός Α΄	Gordiano la 1-a
Σαρλ Αζναβούρ	Charles Aznavour
Γκντανσκ	Gdańsk
Φραγκφούρτη	Frankfurto ĉe Majno
Πουπιένος	Pupieno
Βρότσλαβ	Vroclavo
Κοτσί	Koĉi (Barato)
Λανθάνιο	Lantano
Γορδιανός Β΄	Gordiano la 2-a
Βαλβίνος	Balbino
Προμήθειο	Prometio
Αστρονομική μονάδα	Astronomia unuo
Γορδιανός Γ΄	Gordiano la 3-a
Σαιν-Τροπέ	Saint-Tropez
Φίλιππος ο Άραβας	Filipo la araba
Σαμάριο	Samario (kemio)
Καλίνινγκραντ	Kaliningrado
Δέκιος	Decio
Γαδολίνιο	Gadolinio
Death Note	Kajero de Morto
Ζινεντίν Ζιντάν	Zinedine Zidane
Τέρβιο	Terbio
Λουξεμβούργο (πόλη)	Luksemburgo
Δυσπρόσιο	Disprozio
Βαντούζ	Vaduzo
Αγία Γραφή	Biblio
Όλμιο	Holmio
Άγιος Μαρίνος (πόλη)	San-Marino (urbo)
Έρβιο	Erbio
Πνομ Πεν	Pnom-Peno
Αρχάγγελσκ	Arĥangelsko
Θούλιο	Tulio
Χο Τσι Μιν (πόλη)	Ho-Ĉi-Min-urbo
Υττέρβιο	Iterbio
Λουτήτιο	Lutecio
Ανόι	Hanojo
Αληθινή Εκκλησία του Ιησού	Vera Eklezio de Jesuo
Αγγλική γλώσσα	Angla lingvo
Μπανγκόκ	Bankoko
Ανδόρρα λα Βέλια	Andoro Malnova
Κουάλα Λουμπούρ	Kuala-Lumpuro
Ταϊπέι	Tajpeo
Αμερίκιο	Americio
Οδησσός	Odesa
Περιφέρεια Αρχάγγελσκ	Arĥangelska provinco
Κιούριο	Kuriumo
Ντονγκ Χόι	Dong Hoi
Κονσεπσιόν	Koncepciono
Μπερκέλιο	Berkelio
Καλιφόρνιο	Kaliforniumo
Διπλωματικές σχέσεις	Diplomatio
Μπολόνια	Bolonjo
Αϊνσταΐνιο	Ejnŝtejnio
Πετροζαβόντσκ	Petrozavodsk
Φέρμιο	Fermio
Κάλιαρι	Kaljaro
Μεντελέβιο	Mendelevio
Κίεβο	Kievo
Νομπέλιο	Nobelio
Κατάνια	Katanio
Οντάριο	Ontario
Λωρένσιο	Laŭrencio (elemento)
Καζέρτα	Kaserto
Δημοκρατία της Καρελίας	Karelio (respubliko)
Φρανκ Ριμπερί	Franck Ribéry
Οττάβα	Otavo
Σίντνεϊ Γκοβού	Sidney Govou
Ερίκ Αμπιντάλ	Éric Abidal
Δορυφόροι του Δία	Naturaj satelitoj de Jupitero
Τζούμπα	Ĵubo
Μανιτόμπα	Manitobo
Αλμπέρτα	Alberto
Νέα Σκωτία	Nov-Skotio
Γερεβάν	Erevano
Κονσκοβόλα	Końskowola
Νταρ ες Σαλάμ	Daresalamo
Χαρτούμ	Ĥartumo
Νιου Μπράνσγουικ	Nov-Brunsviko
Φόρμουλα 1	Formulo 1
Δορυφόροι του Κρόνου	Naturaj satelitoj de Saturno
Βρετανική Κολομβία	Brita Kolumbio
Νήσος του Πρίγκηπα Εδουάρδου	Insulo de Princo Eduardo
2000	2000
2003	2003
2002	2002
2001	2001
Σασκάτσουαν	Saskaĉevano
2012	2012
Κισιμότο Μασάσι	Kishimoto Masashi
2011	2011
2010	2010
2009	2009
Διοξείδιο του άνθρακα	Karbona dioksido
2013	2013
2014	2014
2015	2015
Νέα Γη και Λαμπραντόρ	Novlando kaj Labradoro
2008	2008
JavaScript	JavaScript
Βορειοδυτικά Εδάφη	Nordokcidentaj Teritorioj
Γιούκον	Jukonio
2004	2004
Περιφέρεια Βόλογκντα	Vologda provinco
2005	2005
Dragon Ball	Dragon Ball
2006	2006
Τσέζαρε Παβέζε	Cesare Pavese
Νούναβουτ	Nunavuto
2007	2007
Μονοξείδιο του άνθρακα	Karbona monooksido
Linux Mint	Linukso Mint
Βερόνα	Verono
Ικαλούιτ	Ikaluito
1900	1900
1901	1901
Φρανσουά Μιτεράν	François Mitterrand
Τίτος Λίβιος	Tito Livio
Σαρλ ντε Γκωλ	Charles de Gaulle
1902	1902
Φλωρεντία	Florenco
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
HTML5	HTML5
Σενέκας ο Νεότερος	Seneko la pli juna
1908	1908
1909	1909
Γουάιτχορς	Whitehorse
1992	1992
Γέλοουναϊφ	Yellowknife
1991	1991
1990	1990
1993	1993
Έσσεν	Essen
1994	1994
1995	1995
Χουάν Μανουέλ Φάντζιο	Juan Manuel Fangio
1996	1996
Δημοκρατία των Κόμι	Komiio
1910	1910
1911	1911
1912	1912
Λειψία	Leipzig
1913	1913
Άγιος Ιωάννης Νέας Γης	St. John's
1914	1914
1915	1915
Αλμπέρτο Ασκάρι	Alberto Ascari
1916	1916
1997	1997
1998	1998
Νυρεμβέργη	Nurenbergo
1999	1999
1917	1917
1918	1918
Τροφή	Manĝaĵo
Έντμοντον	Edmontono
Ντούισμπουργκ	Duisburg
Φίδι	Serpento
Μπόχουμ	Bochum
Ζακ Σιράκ	Jacques Chirac
Βούπερταλ	Wuppertal
Ταχύτητα του φωτός	Lumrapido
Μπίλεφελντ	Bielefeld
XML	XML
Μάνχαϊμ	Mannheim
Στοματικό σεξ	Buŝa seksumado
Ρεγγίνα, Σασκάτσουαν	Regina
Βαλερί Ζισκάρ ντ'Εσταίν	Valéry Giscard d’Estaing
Νετρίνο	Neŭtrino
Σάρλοτταουν	Ĉarlotaŭno
Favicon	Favorikono
Βικτώρια Βρετανικής Κολομβίας	Viktorio
Γουίνιπεγκ	Vinipego
Φρέντρικτον	Frederiktono
Δορυφόροι του Ποσειδώνα	Naturaj satelitoj de Neptuno
Χάλιφαξ	Halifakso
Κεμπέκ (πόλη)	Kebeko
1 Ιανουαρίου	1-a de januaro
2 Ιανουαρίου	2-a de januaro
Δορυφόροι του Ουρανού	Naturaj satelitoj de Urano
1920	1920
3 Ιανουαρίου	3-a de januaro
1919	1919
Τάκιτος (ιστορικός)	Tacito (verkisto)
1921	1921
Αυτόνομος θύλακας της Νενετσίας	Nenecio
1922	1922
Λουντ	Lund
4 Ιανουαρίου	4-a de januaro
1923	1923
Λανς Άρμστρονγκ	Lance Armstrong
1924	1924
Κύρια ζώνη αστεροειδών	Asteroida zono
QRpedia	QRpedia
Ρωσική Σοβιετική Ομοσπονδιακή Σοσιαλιστική Δημοκρατία	Rusia Soveta Federacia Socialisma Respubliko
Ζωρζ Πομπιντού	Georges Pompidou
Περιοχή Μαγαγιάνες και η Χιλιανή Ανταρκτική	Magallanes y de la Antártica Chilena
Περιφέρεια Λένινγκραντ	Leningrada provinco
Graphics Interchange Format	GIF
JPEG	JPEG
Ρωμύλος και Ρέμος	Romulo kaj Remo
Πλανήτης νάνος	Nanoplanedo
5 Ιανουαρίου	5-a de januaro
Αρίκα	Arica (Ĉilia urbo)
Μάλμε	Malmö
Περιφέρεια Πσκοφ	Pskova provinco
6 Ιανουαρίου	6-a de januaro
Η Καλύβα του Μπαρμπα-Θωμά	La Kabano de Onklo Tom
